Polaromonas sp. (ATCC BAA-500),$550.00,$467.50,unavailable,JS666,1,unavailable,"ATCC  2329: TSB or TSA, 1/4 strength",Temperature: 25.0Celsius Atmosphere: Aerobic,unavailable,"Degrades 1,2-dichloroethylene, cis- cis-dichloroethyleneBiotechnology"
Sulfolobus solfataricus Zillig et al. (ATCC 35092),$550.00,$467.50,unavailable,DSM 1617 [P2],1,frozen,ATCC  1304: Sulfolobus solfataricus medium,Temperature: 75.0Celsius,unavailable,Biotechnology
Leptospirillum ferrodiazotrophum (ATCC BAA-1181),"For-Profit:
$376.00",,unavailable,UBA1,1,frozen,9K Nitrogen free  for Leptospirillum,Temperature: 37.0Celsius,unavailable,unavailable
Rubrobacter taiwanensis Chen et al. (ATCC BAA-406),$550.00,$467.50,unavailable,LS-293 [CCRC-17173],1,freeze-dried,ATCC  2322: Modified Thermus medium,Temperature: 60.0Celsius Atmosphere: Aerobic,unavailable,unavailable
Chthoniobacter flavus (ATCC BAA-1822),$550.00,$467.50,unavailable,Ellin428,1,freeze-dried,ATCC  2734: VL55,Temperature: 26Celsius Atmosphere: Aerobic,unavailable,unavailable
Methylobacillus glycogenes Yordy and Weaver (ATCC 29475),$550.00,$467.50,unavailable,T-11 [NCIB 11375],1,freeze-dried,ATCC  941: L medium (ATCC medium 167) with 2% methanol,"Atmosphere: methane (CH4), 30%; air, 70%Temperature: 30.0Celsius",unavailable,Biotechnology
Thermus thermophilus (Oshima and Imahori) Williams et al. (ATCC 33923),$550.00,$467.50,unavailable,AT-62,1,freeze-dried,"ATCC  1260: Thermus B-P
ATCC  1260: Thermus B-P
ATCC  461: Castenholz TYE medium",Temperature: 70.0Celsius,unavailable,Produces aspartate kinaseProduces restriction endonuclease TflIBiotechnology
Methanosarcina barkeri Schnellen (ATCC 43240),$550.00,$467.50,unavailable,FAr9,1,frozen,ATCC  1043: Methanosarcina medium,"Temperature: 37.0Celsius Atmosphere: Under a gas mixture of 80% H2, 20% CO2",unavailable,Biotechnology
Haloferax mucosum (ATCC BAA-1512),"For-Profit:
$376.00",,unavailable,PA12,1,freeze-dried,unavailable,Temperature: 45.0Celsius,unavailable,unavailable
Bosea minatitlanensis Outtara et al. (ATCC 700918),"For-Profit:
$376.00",,unavailable,"AMX51 [CIP 106457, DSM 13099]",1,freeze-dried,ATCC  18: Trypticase Soy Agar/Broth,Temperature: 37.0Celsius Atmosphere: Aerobic,unavailable,unavailable
Methanosarcina mazei (Barker) Mah and Kuhn (ATCC 43340),"For-Profit:
$376.00",,unavailable,C16 [DSM 3318],1,frozen,ATCC  1439: Methanogenium medium,"Temperature: 37.0Celsius Atmosphere: Under a gas mixture of 80% H2, 20% CO2",unavailable,Biotechnology
Orenia marismortui (Oren et al.) Rainey et al. (ATCC 35420),"For-Profit:
$376.00",,unavailable,DY-1,1,freeze-dried,ATCC  1342: Halobacteroides medium,Max Temperature: 37.0Celsius Min Temperature: 35.0Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
Halomonas boliviensis Quillaguamán et al. (ATCC BAA-759),"For-Profit:
$376.00",,unavailable,LC1 [DSM 15516],1,freeze-dried,ATCC  1097: Halomonas medium,Temperature: 30.0Celsius Atmosphere: Aerobic,2Celsius  to 8Celsius,unavailable
Desulfotomaculum nigrificans (Werkman and Weaver) Campbell and Postgate (ATCC 19998),$550.00,$467.50,unavailable,"[IFO 13698, NCIB 8395; Delft 74T]",1,freeze-dried,"ATCC  1249: Modified Baar's medium for sulfate reducers
ATCC  1249: Modified Baar's medium for sulfate reducers
ATCC  292: Baar's medium for sulfate reducers",Temperature: 55.0Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
Hydrogenophaga pseudoflava (Auling et al.) Willems et al. (ATCC 33668),$550.00,$467.50,unavailable,"DSM 1034 [CCUG 13799, GA3, LMG 5945]",1,freeze-dried,"ATCC  1246: Mineral medium for hydrogen bacteria
ATCC  18: Trypticase Soy Agar/Broth",Temperature: 37.0Celsius,unavailable,Testing
Thermotoga maritima Huber et al. (ATCC 43589),$550.00,$467.50,unavailable,DSM 3109 [MSB8],1,frozen,ATCC  2114: Thermotoga medium,Temperature: 70Celsius Atmosphere: Anaerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,Biotechnology
Dechlorosoma sp. (ATCC BAA-593),"For-Profit:
$376.00",,unavailable,PDX,1,freeze-dried,for Dechlorosoma KJ and PDX,"Temperature: 26Celsius 
Atmosphere: Anaerobic gas mixture, 80% N2-20%CO2",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,Degrades perchlorate/chlorate
Desulfotomaculum nigrificans (Werkman and Weaver) Campbell and Postgate (ATCC 7946),$550.00,$467.50,unavailable,NCA 3750 [L.S. McClung 2133],1,freeze-dried,"ATCC  1249: Modified Baar's medium for sulfate reducers
ATCC  1249: Modified Baar's medium for sulfate reducers
ATCC  42: Desulfovibrio medium",Temperature: 45.0Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
Polaromonas vacuolata Irgens et al. (ATCC 51984),"For-Profit:
$376.00",,unavailable,34-P,1,frozen,ATCC  2: Marine agar 2216  or marine broth 2216,Temperature: 4Celsius Atmosphere: Aerobic,Frozen: -80° or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,Biotechnology
Idiomarina loihiensis Donachie et al. (ATCC BAA-735),$605.00,$514.25,seqeunce available,L2-TR [DSM 15497],1,freeze-dried,ATCC  2: Marine agar 2216  or marine broth 2216,Temperature: 30.0Celsius Atmosphere: Aerobic,unavailable,Biotechnology
Acidithiobacillus thiooxidans (Waksman and Joffe) Kelly and Wood (ATCC 15494),"For-Profit:
$376.00",,unavailable,CPB-25,1,test tube,ATCC  125: Thiobacillus medium,Temperature: 26.0Celsius,unavailable,Biotechnology
Psychromonas aquimarina (ATCC BAA-1526),"For-Profit:
$376.00",,unavailable,JAMM 0404,1,frozen,ATCC  2: Marine agar 2216  or marine broth 2216,Temperature: 20.0Celsius,unavailable,unavailable
Edaphobacter modestus Koch et al. (ATCC BAA-1329),$550.00,$467.50,unavailable,Jbg-1,1,frozen,ATCC  2668:,Temperature: 20.0Celsius,unavailable,unavailable
Hydrogenothermus marinus Stohr et al. (ATCC BAA-483),"For-Profit:
$376.00",,unavailable,"JCM 10974 [DSM 12046, VM1]",1,freeze-dried,ATCC  2330: Hydrogenothermus marinus medium,"Atmosphere: hydrogen (H2), 80%; carbon dioxide (CO2), 20%Temperature: 65.0Celsius",unavailable,Utilizes as electron donor hydrogenBiotechnology
Rhodopseudomonas palustris (Molisch) van Niel (ATCC BAA-1123),$550.00,$467.50,seqeunce available,BisB5,1,frozen,ATCC  2657: PMSY,Temperature: 26-30Celsius Atmosphere: Anaerobic under a tungsten lamp,unavailable,unavailable
Thiobacillus aquaesulis Wood and Kelly (ATCC 43788),"For-Profit:
$376.00",,unavailable,[DSM 4255],1,freeze-dried,ATCC  1884: Thiobacillus aquaesulis medium,Temperature: 45.0Celsius,unavailable,Biotechnology
Lonepinella koalarum Osawa et al. (ATCC 700131),$550.00,$467.50,unavailable,"DSM 10053 [ACM 3666, UQM 3666]",1,freeze-dried,ATCC  44: Brain Heart Infusion Agar/Broth,Temperature: 37.0Celsius,unavailable,Degrades tannin-protein complex
Halobacterium salinarum (Harrison and Kennedy) Elazari-Volcani (ATCC 43214),$550.00,$467.50,unavailable,"Delft 9 [NCMB 2152, NCMB 777, NRC 34020]",1,freeze-dried,ATCC  217: Van Niel's yeast agar with 25% NaCl,Temperature: 37.0Celsius,unavailable,Biotechnology
Thermoanaerobacter thermohydrosulfuricus (Klaushofer and Parkkinen) Lee et al. (ATCC 53033),$550.00,$467.50,unavailable,"39E, mutant Z21-109",1,freeze-dried,ATCC  1118: Methanobacteria medium (ATCC medium 1045) with 0.2% yeast extract and 0.5% glucose,Temperature: 60.0Celsius Atmosphere: Anaerobic,unavailable,"Degrades starchProduces beta-amylaseProduces ethyl alcohol ethanolProduces glucoamylaseProduces pullulanase pullulan 6-glucanohydrolaseProduction of thermostable beta-amylase, glucoamylase and pullulanase during the conversion of starch to ethanolBiotechnology"
Thermotoga lettingae Balk et al. (ATCC BAA-301),$550.00,$467.50,unavailable,TMO [DSM 14385],1,frozen,"ATCC  2632: Modified Thermotoga elfii medium
ATCC  2632: Modified Thermotoga elfii medium
ATCC  2299: Archaeoglobus medium (DSM 399)","Temperature: 65.0Celsius Atmosphere: Under a gas mixture of 80% N2, 20% CO2",unavailable,Degrades methanolBiotechnology
Haloferax sp. (ATCC BAA-644),$550.00,$467.50,unavailable,GUBF-1,1,freeze-dried,ATCC  2399: Modified ATCC #213 Halobacterium medium,Temperature: 37.0Celsius Atmosphere: Aerobic with shaking,unavailable,Biotechnology
Haloferax sp. (ATCC 51408),"For-Profit:
$376.00",,unavailable,D1227,1,freeze-dried,ATCC  1910: BSYT medium for Haloferax,Temperature: 35.0Celsius,unavailable,Biotechnology
Methanosarcina mazei (Barker) Mah and Kuhn (ATCC 43572),"For-Profit:
$376.00",,unavailable,S-6,1,frozen,ATCC  2467: MS - OCM Base,"Temperature: 37Celsius 
Atmosphere: Anaerobic gas mixture, 80% H2-20% CO2",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Starkeya novella (Starkey) Kelly et al. (ATCC 8093),"For-Profit:
$376.00",,unavailable,"DSM 506 [CCM 1077, IAM 12100, IFO 12443, NCIB 10456, NCIB 9113]",1,freeze-dried,ATCC  3: Nutrient agar or nutrient broth,Temperature: 26.0Celsius,unavailable,Biotechnology
Syntrophococcus sucromutans Krumholz and Bryant (ATCC 43584),$550.00,$467.50,unavailable,DSM 3224 [S195],1,freeze-dried,ATCC  2189: Syntrophococcus medium,"Temperature: 37.0Celsius Atmosphere: Under a gas mixture of 80% H2, 20% CO2",unavailable,Catabolizes ferulateCatabolizes syringate
Rhodovulum tesquicola (ATCC BAA-1573),$550.00,$467.50,unavailable,A-36s,1,frozen,"ATCC  2728: Modified Pfennig's 
ATCC  2: Marine agar 2216  or marine broth 2216",Temperature: 30Celsius Atmosphere: Anaerobic under a tungsten lamp,unavailable,unavailable
Aeropyrum pernix Sako et al. (ATCC 700893),"For-Profit:
$376.00",,unavailable,"JCM 9820 [DSM 11879, K1, Nomura K1]",1,frozen,ATCC  2183: Aeropyrum pernix,Temperature: 90Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,Biotechnology
Desulfobacter latus Widdel (ATCC 43918),"For-Profit:
$376.00",,unavailable,DSM 3381 [AcRS2],1,frozen,ATCC  1648: Modified Desulfobacterium medium,Temperature: 30.0Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
Thermobrachium celere Engle et al. (ATCC 700984),$550.00,$467.50,unavailable,JW/JH-1,1,freeze-dried,ATCC  2200: AQDS medium,Temperature: 60.0Celsius Atmosphere: Anaerobic,unavailable,Produces magnetiteBiotechnology
Rhodobacter sphaeroides (van Niel) Imhoff et al. (ATCC 35053),"For-Profit:
$376.00",,unavailable,81-2,1,freeze-dried,ATCC  1676: Modified Van Niel's medium,Temperature: 26.0Celsius Atmosphere: Anaerobic under a tungsten lamp,unavailable,Biotechnology
Methanobacterium subterraneum Kotelnikova et al. (ATCC 700657),$550.00,$467.50,unavailable,DSM 11074 [A8p],1,freeze-dried,ATCC  1892: Methanobacterium medium (DSM 119),"Temperature: 37.0Celsius Atmosphere: Under a gas mixture of 80% H2, 20% CO2",unavailable,Biotechnology
Desulfobacter hydrogenophilus Widdel (ATCC 43915),$550.00,$467.50,unavailable,DSM 3380 [AcRS1],1,freeze-dried,ATCC  1648: Modified Desulfobacterium medium,Temperature: 30.0Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
Methylovulum miyakonense (ATCC BAA-2070),$550.00,$467.50,unavailable,HT12,1,frozen,ATCC  1306: Nitrate mineral salts medium (NMS),Temperature: 26Celsius Atmosphere: 50% methane - 50% air,unavailable,unavailable
Desulfobacter hydrogenophilus Widdel (ATCC 43915),$550.00,$467.50,unavailable,DSM 3380 [AcRS1],1,freeze-dried,ATCC  1648: Modified Desulfobacterium medium,Temperature: 30.0Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
Methylovulum miyakonense (ATCC BAA-2070),$550.00,$467.50,unavailable,HT12,1,frozen,ATCC  1306: Nitrate mineral salts medium (NMS),Temperature: 26Celsius Atmosphere: 50% methane - 50% air,unavailable,unavailable
Thermosporothrix hazakensis Yabe et al. (ATCC BAA-1881),$550.00,$467.50,unavailable,SK20-1,1,freeze-dried,"ATCC  1877: ISP  1
ATCC  196: Yeast malt extract agar",Temperature: 50Celsius Atmosphere: Aerobic,unavailable,unavailable
Rhodobacter sphaeroides (van Niel) Imhoff et al. (ATCC 17028),"For-Profit:
$376.00",,unavailable,ATH 2.4.7,1,freeze-dried,ATCC  112: Van Niel's yeast agar,Temperature: 30.0Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
Halomonas maura Bouchotroch et al. (ATCC 700995),$550.00,$467.50,unavailable,"CECT 5298 [CECT 5298, S-31]",1,freeze-dried,ATCC  1097: Halomonas medium,Temperature: 30.0Celsius Atmosphere: Aerobic,unavailable,"Produces extracellular polysaccharide exopolysaccharide, polysaccharide (extracellular)Biotechnology"
Ideonella dechloratans Malmqvist et al. (ATCC 51718),"For-Profit:
$376.00",,unavailable,"CCUG 30977 [Anox B, CCUG 30898]",1,freeze-dried,"ATCC  260: Trypticase soy agar/broth with defibrinated sheep blood
ATCC  44: Brain Heart Infusion Agar/Broth","Temperature: 37.0Celsius 
Atmosphere:   5% CO2",2Celsius  to 8Celsius,unavailable
Natrialba magadii (Tindall et al.) Kamekura et al. (ATCC 43099),"For-Profit:
$376.00",,unavailable,NCMB 2190 [MS3],1,freeze-dried,ATCC  1590: Natronobacteria medium,Temperature: 37.0Celsius,unavailable,Biotechnology
Thiomonas perometabolis (London and Rittenberg) Moreira and Amils (ATCC 23370),"For-Profit:
$376.00",,unavailable,THI 023,1,freeze-dried,ATCC  528: Thiobacillus medium,Temperature: 30.0Celsius,unavailable,Produces carnitine L-carnitineBiotechnology
Methylobacterium extorquens (Urakami and Komagata) Bousfield and Green (ATCC 8457),"For-Profit:
$376.00",,unavailable,NCTC 2879 [NRRL B-1048],1,freeze-dried,ATCC  3: Nutrient agar or nutrient broth,Temperature: 30.0Celsius,unavailable,Transformation hostBiotechnology
Acidithiobacillus thiooxidans (Waksman and Joffe) Kelly and Wood (ATCC 53990),"For-Profit:
$376.00",,unavailable,BNL-3-25,1,frozen,ATCC  125: Thiobacillus medium,"Temperature: 26Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Moorella thermoautotrophica (Wiegel et al.) Collins et al. (ATCC 33924),$550.00,$467.50,unavailable,DSM 1974 [JW701/3],1,freeze-dried,unavailable,"Temperature: 55Celsius  to 60Celsius 
Atmosphere: Anaerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,Biotechnology
Caldicellulosiruptor obsidiansis (ATCC BAA-2073),$550.00,$467.50,unavailable,OB47,1,freeze-dried,ATCC  1698: Clostridium aldrichii medium,Temperature: 70-78Celsius Atmosphere: Anaerobic; 100% N2 or 80% N2-20% CO2,unavailable,unavailable
Thermoanaerobacter kivui (Leigh and Wolfe) Collins et al. (ATCC 33488),$550.00,$467.50,unavailable,LKT-1 [DSM 2030],1,freeze-dried,ATCC  1045: Methanobacteria medium,"Temperature: 60Celsius 
Atmosphere: Anaerobic gas mixture, 80% H2-20% CO2",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,Biotechnology
Planctomyces brasiliensis Schlesner (ATCC 49424),"For-Profit:
$376.00",,unavailable,IFAM 1448 [DSM 5305],1,freeze-dried,ATCC  1732: PYGV marine medium,Temperature: 30.0Celsius,unavailable,unavailable
Methanosarcina barkeri Schnellen (ATCC 43241),$550.00,$467.50,unavailable,227 [DSM 1538],1,frozen,ATCC  1043: Methanosarcina medium,"Temperature: 37.0Celsius Atmosphere: Under a gas mixture of 80% H2, 20% CO2",unavailable,Biotechnology
Rhodobacter sphaeroides (van Niel) Imhoff et al. (ATCC 35054),"For-Profit:
$376.00",,unavailable,81-3,1,freeze-dried,ATCC  1676: Modified Van Niel's medium,Temperature: 26.0Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
Allochromatium vinosum (Ehrenberg) Imhoff et al. (ATCC 17899),$550.00,$467.50,unavailable,"D [5110, DSM 180, SMG 180]",1,frozen,ATCC  2198: Allochromatia,"Temperature: 26Celsius 
Atmosphere: Under a tungsten lamp",-80Celsius  or colder,Photosynthetic studies
Acidothermus cellulolyticus Mohagheghi et al. (ATCC 43068),"For-Profit:
$550.00",,seqeunce available,11B,1,freeze-dried,ATCC  1473: LPBM acido-thermophile medium,"Temperature: 55Celsius 
Atmosphere: Aerobic",unavailable,Biotechnology
Natronococcus occultus Tindall et al. (ATCC 43101),$550.00,$467.50,unavailable,NCMB 2192 [SP4],1,freeze-dried,ATCC  1590: Natronobacteria medium,Temperature: 37.0Celsius,unavailable,Biotechnology
Roseovarius nubinhibens Gonzalez et al. (ATCC BAA-591),"For-Profit:
$376.00",,unavailable,ISM [DSM 15170],1,freeze-dried,ATCC  2: Marine agar 2216  or marine broth 2216,Temperature: 30.0Celsius Atmosphere: Aerobic,unavailable,Degrades dimethylsulfoniopropionate DMSP
Methanococcus vannielii Stadtman and Barker (ATCC 35089),$550.00,$467.50,unavailable,DSM 1224 [SB],1,frozen,ATCC  2467: MS - OCM Base,Temperature: 37.0Celsius Atmosphere: Anaerobic; 80% H2- 20% CO2,unavailable,Biotechnology
Methylomicrobium agile (Bowman et al.) Bowman et al. (ATCC 35068),$550.00,$467.50,unavailable,"NCIB 11124 [A30, ACM 3308]",1,freeze-dried,ATCC  1306: Nitrate mineral salts medium (NMS),"Temperature: 30.0Celsius Atmosphere: Under a gas mixture of 50% air, 50% methane",unavailable,CharacterizationBiotechnology
Thermolithobacter ferrireducens Sokolova et al. (ATCC 700985),$550.00,$467.50,unavailable,JW/KA-2 [DSM 13639],1,freeze-dried,ATCC  2200: AQDS medium,Temperature: 70.0Celsius Atmosphere: Anaerobic; 80% H2-20% CO2,unavailable,Biotechnology
Halomonas sp. (ATCC BAA-1713),$550.00,$467.50,unavailable,BL-171,1,freeze-dried,ATCC  2: Marine agar 2216  or marine broth 2216,Temperature: 30Celsius Atmosphere: Aerobic,2Celsius  to 8Celsius,unavailable
Haloarcula hispanica Juez et al. (ATCC 33960),"For-Profit:
$376.00",,unavailable,Y-27,1,freeze-dried,ATCC  1270: Halobacterium medium,Temperature: 37.0Celsius,unavailable,Biotechnology
Methylocella palustris Dedysh et al. (ATCC 700799),"For-Profit:
$376.00",,unavailable,K,1,freeze-dried,ATCC  2157: Methylocella medium,"Temperature: 22Celsius 
Atmosphere: Under a gas mixture of 50% air, 50% methane",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,Biotechnology
Methanocorpusculum parvum Zellner et al. (ATCC BAA-1918),"For-Profit:
$376.00",,unavailable,MSt [OCM 21],1,frozen,unavailable,unavailable,unavailable,unavailable
Halococcus salifodinae Denner et al. (ATCC 51437),"For-Profit:
$376.00",,unavailable,BIp,1,freeze-dried,ATCC  1889: M2 medium,Temperature: 37.0Celsius,unavailable,Biotechnology
Blastochloris viridis (Drews and Giesbrecht) Hiraishi (ATCC 19567),"For-Profit:
$376.00",,unavailable,"F [DSM 133, NHTC 133]",1,frozen,ATCC  543: Rhodopseudomonas medium,Temperature: 30.0Celsius Atmosphere: Anaerobic,unavailable,unavailable
Aurantimonas sp. (ATCC BAA-1229),"For-Profit:
$376.00",,unavailable,S185-9A1,1,freeze-dried,ATCC  2584: Buffered Saltwater,Temperature: 26Celsius Aerobic,2Celsius  to 8Celsius,unavailable
Methanoculleus bourgensis (Ollivier et al.) Maestrojuan et al. (ATCC 43281),"For-Profit:
$376.00",,unavailable,MS2 [DSM 3045],1,frozen,ATCC  1340: MS medium for methanogens,"Temperature: 37.0Celsius Atmosphere: Under a gas mixture of 80% H2, 20% CO2",-80Celsius  or colder,Biotechnology
Halobacillus trueperi Spring et al. (ATCC 700077),$550.00,$467.50,seqeunce available,SL-5 [DSM 10404],1,freeze-dried,ATCC  925: HP 101 halophile medium,Temperature: 35.0Celsius,unavailable,unavailable
Alcanivorax jadensis (Bruns and Berthe-Corti) Fernandez-Martinez et al. (ATCC 700854),$550.00,$467.50,unavailable,"DSM 12178 [CECT 5356, T9]",1,freeze-dried,ATCC  2175: Fundibacter jadensis medium,Temperature: 30.0Celsius Atmosphere: Aerobic,unavailable,Biotechnology
Thermococcus litoralis Neuner et al. (ATCC 51850),"For-Profit:
$376.00",,unavailable,DSM 5473,1,frozen,ATCC  1922: Marine agar or marine broth with sulfur,"Temperature: 85.0Celsius Atmosphere: Under a gas mixture of 80% N2, 20% CO2",unavailable,Biotechnology
